"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2025年06月20日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","A1101","","A7101","","C610101","","C610104","","C610105","","C610106","","C610107","","C610108","","C610109","","C610110","","C610111","","C610114","","C610115","","C610116","","C610117","","C610118","","C610119","","C610120","","C610121","","C610122","","D2201","","D2209","","I5101",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A7101_世帯数【世帯】","注釈","C610101_売上金額（民営）（農林漁業）【百万円】","注釈","C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】","注釈","C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】","注釈","C610106_売上金額（民営）（建設業）【百万円】","注釈","C610107_売上金額（民営）（製造業）【百万円】","注釈","C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】","注釈","C610109_売上金額（民営）（情報通信業）【百万円】","注釈","C610110_売上金額（民営）（運輸業、郵便業）【百万円】","注釈","C610111_売上金額（民営）（卸売業、小売業）【百万円】","注釈","C610114_売上金額（民営）（金融業、保険業）【百万円】","注釈","C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】","注釈","C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】","注釈","C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】","注釈","C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】","注釈","C610119_売上金額（民営）（教育、学習支援業）【百万円】","注釈","C610120_売上金額（民営）（医療、福祉）【百万円】","注釈","C610121_売上金額（民営）（複合サービス事業）【百万円】","注釈","C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】","注釈","D2201_財政力指数（市町村財政）【‐】","注釈","D2209_一般財源（市町村財政）【千円】","注釈","I5101_病院数【施設】","注釈"
"2020100000","2020年度","34102","広島県 広島市 東区","","119,353","","53,056","","X","","X","","0","","144,504","","15,359","","X","","35,400","","39,488","","707,700","","84,723","","21,873","","35,840","","7,650","","19,345","","13,969","","359,077","","1,521","","64,292","","-","","-","","6",""
"2020100000","2020年度","34103","広島県 広島市 南区","","145,805","","72,206","","289","","4,120,999","","0","","214,038","","1,601,718","","57,928","","62,069","","126,116","","1,456,131","","163,616","","79,400","","42,029","","29,656","","62,350","","27,217","","129,113","","3,962","","65,657","","-","","-","","12",""
"2020100000","2020年度","34104","広島県 広島市 西区","","190,232","","93,866","","543","","3,032,405","","0","","308,921","","313,852","","5,944","","27,224","","72,824","","1,832,784","","31,904","","139,509","","53,981","","17,234","","51,584","","16,524","","84,550","","2,654","","72,914","","-","","-","","13",""
"2020100000","2020年度","34105","広島県 広島市 安佐南区","","247,020","","106,284","","803","","1,550,917","","0","","178,798","","104,330","","147","","4,334","","154,474","","747,390","","31,677","","49,969","","22,687","","20,535","","57,479","","42,286","","82,092","","5,436","","49,283","","-","","-","","14",""
"2020100000","2020年度","34106","広島県 広島市 安佐北区","","138,979","","57,775","","2,882","","715,493","","X","","72,270","","240,758","","X","","627","","28,341","","194,482","","15,947","","11,515","","3,553","","7,285","","12,547","","8,650","","68,819","","5,639","","16,477","","-","","-","","5",""
"2020100000","2020年度","34107","広島県 広島市 安芸区","","77,103","","31,483","","X","","X","","0","","30,389","","288,374","","X","","167","","41,800","","199,606","","5,382","","5,102","","5,602","","2,883","","5,715","","3,883","","24,282","","1,214","","8,956","","-","","-","","4",""
"2020100000","2020年度","34108","広島県 広島市 佐伯区","","139,563","","58,851","","2,139","","822,717","","X","","71,370","","232,789","","X","","665","","41,555","","307,937","","20,632","","24,279","","7,802","","11,284","","24,172","","12,371","","50,495","","3,541","","12,880","","-","","-","","10",""
"2020100000","2020年度","34202","広島県 呉市","","214,592","","94,483","","3,195","","1,910,180","","X","","98,249","","992,560","","4,690","","4,115","","79,029","","394,464","","X","","17,907","","21,200","","20,646","","30,632","","12,476","","126,734","","4,548","","37,632","","0.61","","51,057,865","","26",""
"2020100000","2020年度","34203","広島県 竹原市","","23,993","","10,682","","1,407","","190,414","","0","","21,064","","71,234","","14","","195","","8,318","","55,738","","6,632","","1,450","","2,049","","3,008","","3,246","","632","","12,429","","1,186","","3,218","","0.60","","6,701,361","","4",""
"2020100000","2020年度","34204","広島県 三原市","","90,573","","39,091","","5,223","","719,864","","0","","49,832","","318,431","","3,429","","1,973","","28,285","","185,569","","18,494","","10,230","","6,370","","9,539","","16,536","","5,856","","43,100","","5,365","","16,853","","0.55","","25,235,721","","11",""
"2020100000","2020年度","34205","広島県 尾道市","","131,170","","57,519","","4,355","","1,308,137","","X","","61,146","","598,857","","3,111","","2,479","","50,196","","364,868","","37,750","","8,204","","12,671","","14,282","","54,041","","X","","60,978","","4,362","","28,387","","0.56","","33,419,368","","11",""
"2020100000","2020年度","34207","広島県 福山市","","460,930","","193,371","","7,539","","5,016,258","","X","","393,774","","1,602,528","","X","","50,731","","230,813","","1,662,227","","258,360","","81,735","","122,923","","61,183","","117,290","","32,182","","216,486","","18,191","","110,843","","0.82","","92,140,159","","41",""
"2020100000","2020年度","34208","広島県 府中市","","37,655","","15,030","","2,080","","309,413","","X","","11,243","","177,216","","X","","542","","6,252","","59,527","","16,607","","2,230","","1,010","","2,905","","5,614","","527","","17,694","","2,198","","5,556","","0.47","","11,556,795","","4",""
"2020100000","2020年度","34209","広島県 三次市","","50,681","","21,377","","9,562","","401,225","","0","","35,977","","98,313","","13,559","","1,321","","27,378","","136,414","","21,871","","6,279","","4,045","","4,678","","12,936","","961","","21,717","","6,818","","8,957","","0.34","","22,015,301","","5",""
"2020100000","2020年度","34210","広島県 庄原市","","33,633","","13,794","","16,008","","164,685","","X","","17,779","","47,855","","X","","127","","4,745","","50,529","","4,442","","963","","1,322","","2,493","","5,818","","1,355","","20,310","","3,855","","2,878","","0.26","","18,006,617","","5",""
"2020100000","2020年度","34211","広島県 大竹市","","26,319","","11,591","","336","","357,578","","0","","16,485","","225,145","","6,401","","915","","18,292","","46,450","","6,107","","1,859","","11,163","","1,875","","2,460","","246","","13,697","","1,104","","5,377","","0.81","","6,984,634","","3",""
"2020100000","2020年度","34212","広島県 東広島市","","196,608","","90,158","","4,424","","2,167,509","","0","","102,457","","1,076,443","","9,255","","6,879","","79,968","","508,603","","41,067","","33,779","","33,550","","18,736","","45,767","","45,701","","93,658","","7,807","","63,842","","0.84","","43,836,381","","16",""
"2020100000","2020年度","34213","広島県 廿日市市","","114,173","","47,821","","3,042","","735,800","","0","","51,395","","207,946","","4,868","","1,133","","49,537","","276,495","","15,397","","11,031","","3,914","","18,114","","20,972","","4,424","","56,386","","3,436","","10,753","","0.63","","26,163,264","","10",""
"2020100000","2020年度","34214","広島県 安芸高田市","","26,448","","11,060","","16,903","","214,301","","X","","11,584","","119,525","","X","","X","","7,521","","39,928","","3,608","","829","","3,678","","1,107","","5,366","","233","","15,813","","554","","3,950","","0.32","","12,149,821","","1",""
"2020100000","2020年度","34215","広島県 江田島市","","21,930","","10,141","","2,563","","83,636","","X","","8,624","","23,616","","310","","X","","6,191","","24,867","","3,048","","614","","222","","1,265","","1,307","","335","","9,195","","1,186","","2,692","","0.31","","8,868,273","","4",""
"2020100000","2020年度","34302","広島県 府中町","","51,155","","21,615","","X","","X","","0","","16,695","","488,909","","X","","214","","2,532","","129,606","","6,153","","9,818","","2,552","","6,688","","5,717","","2,075","","19,371","","1,132","","5,417","","0.87","","8,671,657","","2",""
"2020100000","2020年度","34304","広島県 海田町","","29,636","","12,891","","X","","X","","0","","11,919","","88,617","","652","","X","","8,275","","79,441","","9,252","","7,172","","13,866","","3,284","","15,376","","2,775","","10,228","","3,540","","4,007","","0.80","","5,459,243","","2",""
"2020100000","2020年度","34307","広島県 熊野町","","22,834","","9,422","","X","","X","","0","","6,858","","26,030","","X","","X","","3,264","","20,140","","1,233","","477","","398","","789","","3,742","","954","","4,462","","698","","1,884","","0.53","","4,841,168","","0",""
"2020100000","2020年度","34309","広島県 坂町","","12,582","","5,232","","292","","350,447","","0","","6,661","","87,212","","X","","X","","43,146","","195,921","","301","","X","","912","","1,496","","1,373","","1,592","","4,780","","455","","2,085","","0.73","","3,143,444","","1",""
"2020100000","2020年度","34368","広島県 安芸太田町","","5,740","","2,588","","575","","43,511","","0","","5,237","","3,041","","X","","X","","416","","6,674","","X","","64","","41","","302","","425","","X","","1,828","","454","","1,489","","0.20","","5,400,707","","1",""
"2020100000","2020年度","34369","広島県 北広島町","","17,763","","7,677","","3,627","","215,256","","0","","11,833","","131,711","","7","","135","","20,568","","26,609","","1,643","","1,048","","2,017","","1,706","","1,551","","1,412","","8,817","","806","","5,392","","0.35","","9,195,940","","4",""
"2020100000","2020年度","34431","広島県 大崎上島町","","7,158","","3,437","","840","","150,868","","0","","5,606","","77,229","","X","","X","","16,842","","8,848","","951","","246","","23,096","","878","","573","","1,165","","2,146","","306","","920","","0.41","","4,222,581","","0",""
"2020100000","2020年度","34462","広島県 世羅町","","15,125","","6,085","","12,429","","66,030","","0","","5,510","","13,746","","X","","X","","1,790","","31,859","","2,025","","1,266","","490","","936","","2,700","","363","","3,674","","367","","1,135","","0.32","","6,787,065","","1",""
"2020100000","2020年度","34545","広島県 神石高原町","","8,250","","3,339","","1,609","","37,044","","0","","5,343","","15,042","","X","","118","","961","","6,716","","225","","X","","1,071","","819","","273","","229","","2,896","","758","","2,496","","0.21","","6,267,064","","1",""
"2020100000","2020年度","35201","山口県 下関市","","255,051","","115,817","","8,013","","2,096,191","","1,229","","140,661","","626,856","","58,164","","13,156","","103,193","","615,792","","157,666","","54,749","","28,647","","37,815","","48,658","","13,966","","146,641","","8,797","","40,201","","0.55","","59,414,396","","26",""
"2020100000","2020年度","35202","山口県 宇部市","","162,570","","72,595","","2,871","","1,353,033","","X","","107,388","","420,264","","X","","14,325","","64,945","","427,288","","58,603","","18,704","","20,617","","18,531","","28,425","","19,031","","121,935","","5,801","","25,966","","0.73","","33,564,201","","19",""
"2020100000","2020年度","35203","山口県 山口市","","193,966","","87,094","","7,726","","2,806,019","","1,670","","171,584","","224,754","","1,529","","48,777","","98,392","","898,546","","219,347","","50,360","","43,908","","25,502","","33,139","","24,973","","874,307","","7,294","","81,937","","0.64","","43,556,884","","17",""
"2020100000","2020年度","35204","山口県 萩市","","44,626","","20,432","","4,147","","195,577","","0","","20,970","","19,578","","9,807","","1,458","","2,846","","75,466","","13,847","","3,966","","1,992","","6,712","","5,553","","1,724","","21,474","","4,614","","5,571","","0.33","","17,540,593","","7",""
"2020100000","2020年度","35206","山口県 防府市","","113,979","","48,858","","1,145","","1,373,740","","X","","84,035","","830,393","","X","","654","","47,384","","224,050","","28,807","","11,181","","7,315","","10,437","","17,651","","5,864","","58,783","","3,937","","16,937","","0.82","","21,507,644","","10",""
"2020100000","2020年度","35207","山口県 下松市","","55,887","","24,718","","X","","X","","0","","38,485","","334,588","","X","","2,756","","22,981","","191,176","","9,280","","10,459","","4,491","","6,231","","10,030","","1,554","","19,231","","2,239","","10,031","","0.90","","11,205,817","","3",""
"2020100000","2020年度","35208","山口県 岩国市","","129,125","","57,911","","2,415","","943,153","","X","","128,515","","313,275","","X","","4,118","","35,242","","268,018","","37,699","","16,150","","11,180","","15,557","","16,330","","5,629","","66,056","","4,211","","19,351","","0.58","","33,992,951","","17",""
"2020100000","2020年度","35210","山口県 光市","","49,798","","21,439","","438","","852,674","","0","","24,722","","650,939","","-","","4,205","","7,783","","88,438","","13,742","","2,913","","11,117","","3,954","","3,860","","1,356","","18,961","","2,373","","18,311","","0.68","","11,921,242","","6",""
"2020100000","2020年度","35211","山口県 長門市","","32,519","","14,135","","4,537","","190,646","","X","","11,226","","61,039","","-","","X","","7,310","","53,783","","9,940","","1,096","","666","","5,388","","4,298","","889","","17,860","","3,175","","2,506","","0.35","","12,119,268","","5",""
"2020100000","2020年度","35212","山口県 柳井市","","30,799","","13,932","","557","","273,900","","0","","22,561","","31,980","","65,224","","486","","4,207","","73,556","","12,780","","1,985","","2,742","","16,569","","9,432","","1,171","","23,887","","1,997","","5,322","","0.52","","9,549,417","","4",""
"2020100000","2020年度","35213","山口県 美祢市","","23,247","","9,405","","1,968","","186,165","","8,070","","15,293","","105,636","","435","","135","","5,982","","27,107","","5,206","","700","","433","","1,453","","2,328","","1,318","","6,806","","1,617","","3,643","","0.38","","10,032,005","","3",""
"2020100000","2020年度","35215","山口県 周南市","","137,540","","63,289","","2,581","","2,251,101","","X","","160,908","","1,144,686","","X","","13,937","","121,843","","407,220","","125,532","","26,872","","29,681","","35,392","","32,347","","8,216","","80,806","","6,634","","56,760","","0.80","","32,160,959","","15",""
"2020100000","2020年度","35216","山口県 山陽小野田市","","60,326","","26,106","","928","","882,233","","0","","33,130","","547,380","","63,675","","269","","17,025","","109,797","","33,380","","3,817","","6,191","","5,060","","20,036","","3,889","","26,371","","2,263","","9,949","","0.61","","16,722,213","","6",""
"2020100000","2020年度","35305","山口県 周防大島町","","14,798","","7,198","","268","","36,535","","0","","7,998","","5,112","","X","","X","","1,362","","9,849","","1,084","","107","","140","","1,396","","406","","1,320","","5,035","","1,706","","880","","0.18","","9,144,376","","3",""
"2020100000","2020年度","35321","山口県 和木町","","6,034","","2,476","","X","","X","","0","","22,672","","418,183","","-","","X","","5,540","","1,959","","1,034","","70","","6,129","","289","","549","","X","","709","","X","","704","","0.71","","2,122,353","","0",""
"2020100000","2020年度","35341","山口県 上関町","","2,342","","1,251","","X","","X","","0","","2,401","","145","","X","","X","","X","","834","","X","","X","","3,097","","113","","140","","X","","404","","320","","76","","0.12","","1,926,292","","0",""
