year_code,year,cd_area,area_name,A1101_総人口【人】,A7101_世帯数【世帯】,C610101_売上金額（民営）（農林漁業）【百万円】,C610104_売上金額（民営）（非農林漁業（公務を除く））【百万円】,C610105_売上金額（民営）（鉱業、採石業、砂利採取業）【百万円】,C610106_売上金額（民営）（建設業）【百万円】,C610107_売上金額（民営）（製造業）【百万円】,C610108_売上金額（民営）（電気・ガス・熱供給・水道業）【百万円】,C610109_売上金額（民営）（情報通信業）【百万円】,C610110_売上金額（民営）（運輸業、郵便業）【百万円】,C610111_売上金額（民営）（卸売業、小売業）【百万円】,C610114_売上金額（民営）（金融業、保険業）【百万円】,C610115_売上金額（民営）（不動産業、物品賃貸業）【百万円】,C610116_売上金額（民営）（学術研究、専門・技術サービス業）【百万円】,C610117_売上金額（民営）（宿泊業、飲食サービス業）【百万円】,C610118_売上金額（民営）（生活関連サービス業、娯楽業）【百万円】,C610119_売上金額（民営）（教育、学習支援業）【百万円】,C610120_売上金額（民営）（医療、福祉）【百万円】,C610121_売上金額（民営）（複合サービス事業）【百万円】,C610122_売上金額（民営）（サービス業（他に分類されないもの））【百万円】,D2201_財政力指数（市町村財政）【‐】,D2209_一般財源（市町村財政）【千円】,I5101_病院数【施設】
2020100000,2020年度,20362,長野県 富士見町,14084,5610,1730,96805,,5991,58037,,114,908,16472,,119,388,1176,1434,407,8339,759,1679,0.55,4832217,1
2020100000,2020年度,20363,長野県 原村,7680,2895,786,29388,0,4606,15780,,,940,3088,,830,171,706,133,29,1610,319,810,0.40,2741025,0
2020100000,2020年度,20382,長野県 辰野町,18555,7258,368,154856,,8479,99876,,122,1266,27498,2286,304,1003,1014,1545,1070,3852,689,4580,0.50,5483197,1
2020100000,2020年度,20383,長野県 箕輪町,24989,9504,1236,224416,0,9596,146316,,,8442,38495,4086,394,1013,1706,4396,156,6597,704,2453,0.62,5957008,1
2020100000,2020年度,20384,長野県 飯島町,9004,3391,667,69217,,4276,37594,,53,1297,20505,,410,283,418,94,47,1855,425,1368,0.41,3268984,0
2020100000,2020年度,20385,長野県 南箕輪村,15797,6445,654,172483,0,5088,90776,,718,14026,42213,2740,1215,607,1453,3918,2053,3419,,3837,0.59,4086325,1
2020100000,2020年度,20386,長野県 中川村,4651,1614,1377,11476,,3160,4198,,,23,2177,,,27,299,46,,740,283,119,0.23,2521047,0
2020100000,2020年度,20388,長野県 宮田村,8569,3279,1025,73055,0,2355,47731,141,,1400,14806,454,305,602,412,355,28,2595,,1384,0.51,2589700,0
2020100000,2020年度,20402,長野県 松川町,12530,4428,1121,73497,0,5992,40074,207,,2444,14740,,432,204,555,324,56,4731,607,1962,0.41,4209666,1
2020100000,2020年度,20403,長野県 高森町,12811,4453,336,87068,0,13833,30129,78,16,1575,26405,2555,2026,395,615,2658,265,5182,644,693,0.42,3836842,1
2020100000,2020年度,20404,長野県 阿南町,4299,1611,302,18264,119,2122,5062,,,,5623,,,28,215,134,11,3735,462,450,0.19,2683270,1
2020100000,2020年度,20407,長野県 阿智村,6068,2152,327,39865,0,3803,18324,,,878,5442,,36,310,4826,584,37,2186,612,2399,0.24,3527776,0
2020100000,2020年度,20409,長野県 平谷村,387,196,,,0,111,0,,,,94,,0,0,64,427,,,,30,0.17,623683,0
2020100000,2020年度,20410,長野県 根羽村,852,383,187,2252,0,551,872,,,,404,,,,,4,,274,,30,0.11,1176811,0
2020100000,2020年度,20411,長野県 下條村,3545,1160,370,17398,,1188,11110,14,,,2534,,136,35,508,266,15,910,399,147,0.26,1652523,0
2020100000,2020年度,20412,長野県 売木村,548,279,32,985,0,,451,,,,116,,,,222,,,,,5,0.12,734174,0
2020100000,2020年度,20413,長野県 天龍村,1178,563,77,9003,,1278,,,,,227,,,0,98,11,,420,55,60,0.16,1611963,0
2020100000,2020年度,20414,長野県 泰阜村,1542,595,145,3196,,432,1700,,,,335,,0,0,34,20,,505,,24,0.17,1388046,0
2020100000,2020年度,20415,長野県 喬木村,5973,2036,356,19170,0,2120,7355,,,,5730,,42,53,234,196,366,1398,1013,218,0.26,2582387,0
2020100000,2020年度,20416,長野県 豊丘村,6426,2122,572,35481,0,3151,21744,,,503,5516,,721,193,214,42,19,1581,536,766,0.30,2727588,0
2020100000,2020年度,20417,長野県 大鹿村,1023,532,,,,3040,424,,,,312,,0,,112,,,,,45,0.16,1527174,0
2020100000,2020年度,20422,長野県 上松町,4131,1785,903,79870,,3891,15705,,,1015,5661,,343,87,373,295,6,1308,59,164,0.25,2527981,0
2020100000,2020年度,20423,長野県 南木曽町,3915,1630,,,0,3499,8002,,,1615,2666,,179,24,365,28,115,665,127,325,0.25,2489279,0
2020100000,2020年度,20425,長野県 木祖村,2692,1013,39,8184,0,4014,910,,,303,1286,,25,7,203,65,12,167,39,1153,0.32,1990005,0
2020100000,2020年度,20429,長野県 王滝村,715,371,,,,158,495,,,,244,,0,,462,13,,,,,0.22,1199018,0
2020100000,2020年度,20430,長野県 大桑村,3439,1477,503,32431,,4578,23138,,,,3038,16,0,22,176,216,10,629,109,275,0.27,2276302,0
2020100000,2020年度,20432,長野県 木曽町,10584,4680,970,67422,,14461,17587,,,1530,14860,3366,691,466,1984,2100,115,6942,972,2046,0.28,6631807,1
2020100000,2020年度,20446,長野県 麻績村,2593,971,,,0,685,2356,,,,1696,,58,6,152,250,4,434,486,62,0.19,1734952,0
2020100000,2020年度,20448,長野県 生坂村,1639,665,,,0,1826,515,,,,201,,,,8,7,,190,134,200,0.15,1396251,0
2020100000,2020年度,20450,長野県 山形村,8400,3012,177,62054,0,3778,6533,,,13131,34367,,146,157,546,291,39,940,815,802,0.45,2457234,0
2020100000,2020年度,20451,長野県 朝日村,4279,1474,147,25718,0,675,8820,,,3254,5532,,,17,78,6,2,632,,58,0.30,2118643,0
2020100000,2020年度,20452,長野県 筑北村,4149,1687,1069,6898,0,1889,1460,,,142,2254,,,9,120,35,,592,237,149,0.16,2964512,0
2020100000,2020年度,20481,長野県 池田町,9382,3543,270,43849,,3356,13449,,13,1381,13865,340,127,163,256,259,58,9287,257,1016,0.34,3123236,1
2020100000,2020年度,20482,長野県 松川村,9599,3577,204,29082,,1562,8424,,,1058,7817,2346,139,215,502,1569,245,2370,271,2532,0.38,2841618,0
2020100000,2020年度,20485,長野県 白馬村,8575,3709,560,47372,0,5675,2824,,223,6049,12801,724,1389,334,9442,4460,603,1811,329,709,0.45,3601144,0
2020100000,2020年度,20486,長野県 小谷村,2647,1145,58,15289,,7346,897,,,902,1377,,113,58,3355,153,84,235,204,413,0.24,2565104,0
2020100000,2020年度,20521,長野県 坂城町,14004,5461,93,244136,0,4165,211749,,,2386,18201,2001,611,411,438,582,106,2365,,957,0.71,3763663,0
2020100000,2020年度,20541,長野県 小布施町,10660,3680,540,33702,,2482,9098,,43,392,14772,,177,168,560,398,132,4130,,393,0.43,3040779,1
2020100000,2020年度,20543,長野県 高山村,6617,2321,124,39072,0,3073,24033,,,75,9421,,,27,870,51,7,1370,79,13,0.30,2724060,0
2020100000,2020年度,20561,長野県 山ノ内町,11352,4419,1341,31444,0,4091,1857,,,3035,7042,,647,100,10558,630,190,1152,373,778,0.42,4260354,0
2020100000,2020年度,20562,長野県 木島平村,4375,1567,751,10574,0,1917,2855,,,615,3700,,20,34,385,89,,737,130,45,0.21,2343683,0
2020100000,2020年度,20563,長野県 野沢温泉村,3279,1153,1416,11220,0,1396,257,,,,2477,,344,115,3866,204,79,474,,235,0.20,2304018,0
2020100000,2020年度,20583,長野県 信濃町,7739,3062,2308,54570,0,6347,34255,,,1097,6631,,289,274,2378,1177,44,838,180,404,0.35,3989191,1
2020100000,2020年度,20588,長野県 小川村,2215,965,,,0,2820,3155,,,,1004,,,13,102,15,,178,89,42,0.14,1966711,0
2020100000,2020年度,20590,長野県 飯綱町,10296,3767,1405,23246,0,3196,9509,,,415,5713,,19,437,486,1301,40,1384,150,314,0.27,4761344,1
2020100000,2020年度,20602,長野県 栄村,1660,692,947,4462,0,1701,569,,,32,1233,,0,0,89,88,,641,86,23,0.16,1904085,0
2020100000,2020年度,21201,岐阜県 岐阜市,402557,173386,9972,5518047,1105,395132,299051,285640,57723,87744,1612425,923436,127785,84176,85294,86163,56159,1245941,22485,147786,0.87,75842242,32
2020100000,2020年度,21202,岐阜県 大垣市,158286,62277,5790,1661454,2006,148801,571725,675,43356,64914,500660,92330,34165,30273,26736,30268,10323,69623,5033,30566,0.88,32487617,8
2020100000,2020年度,21203,岐阜県 高山市,84419,32748,12422,674743,170,87456,139692,976,3467,30431,235234,37549,13788,9727,29136,17125,3613,42807,11795,11777,0.53,26736421,4
2020100000,2020年度,21204,岐阜県 多治見市,106732,42656,1046,857152,856,69243,140770,51,5192,64926,310110,45020,20717,72060,11045,20825,4132,62788,3438,25981,0.73,21227170,4
2020100000,2020年度,21205,岐阜県 関市,85283,33438,2468,788873,,62964,408812,68,674,16407,186423,,6158,3610,10803,11125,6998,37883,4974,8739,0.63,21605777,2
2020100000,2020年度,21206,岐阜県 中津川市,76570,29690,7877,696192,1230,54168,392909,430,701,22108,139935,15346,5103,6600,7817,11352,1912,19461,5793,11330,0.50,23036509,2
2020100000,2020年度,21207,岐阜県 美濃市,19247,7452,1119,186771,0,10508,123795,,,3007,32730,,303,608,1313,3757,360,4486,1035,1352,0.56,5790381,1
2020100000,2020年度,21208,岐阜県 瑞浪市,37150,14521,2843,292545,16,18479,151934,31,43,1739,71870,8176,2753,1772,4163,8053,3168,17419,381,2549,0.64,9657951,3
2020100000,2020年度,21209,岐阜県 羽島市,65649,24842,505,385847,0,47162,89357,8,14310,33265,133661,10191,6900,4582,8639,9181,2929,14214,2767,8682,0.78,12149567,1
2020100000,2020年度,21210,岐阜県 恵那市,47774,18158,3338,393262,303,31979,187681,,871,7281,86173,,3855,5612,7932,12506,897,27165,3306,8336,0.46,17229353,2
2020100000,2020年度,21211,岐阜県 美濃加茂市,56689,21880,1721,526583,,37451,202646,27252,234,25692,135496,,8022,3842,8567,12674,2883,33470,2944,8615,0.82,11104999,3
2020100000,2020年度,21212,岐阜県 土岐市,55348,21359,159,447281,,24778,187953,,2789,12842,150060,8389,5663,13154,5641,7145,1176,18885,1470,7120,0.69,12360844,3
2020100000,2020年度,21213,岐阜県 各務原市,144521,57129,1400,1406645,2201,92142,733426,2274,4122,39316,327160,20307,11174,15807,21347,30020,7967,45802,16528,37054,0.90,25966503,5
2020100000,2020年度,21214,岐阜県 可児市,99968,39996,799,952226,0,55737,485471,36817,2073,37757,162473,44184,6710,6491,10102,20974,5446,40628,4207,33156,0.89,17582873,4
2020100000,2020年度,21215,岐阜県 山県市,25280,9511,2204,140124,,14448,68592,,220,1543,29738,,525,772,1319,4236,362,10563,1299,2052,0.40,8308806,1
2020100000,2020年度,21216,岐阜県 瑞穂市,56388,22502,1090,291437,,27361,92526,2781,45,12514,90912,,4473,1469,4790,18052,6501,11940,1079,11486,0.79,9723223,0
2020100000,2020年度,21217,岐阜県 飛騨市,22538,8196,2596,201585,39,21147,110633,12215,2131,3796,30099,2443,344,3524,2368,1817,153,6432,1235,3209,0.32,11512613,2
2020100000,2020年度,21218,岐阜県 本巣市,32928,11720,3349,265041,,26880,100672,,175,3517,75526,,1819,2812,12221,13170,2797,6648,1412,9123,0.58,9873713,0
2020100000,2020年度,21219,岐阜県 郡上市,38997,14562,4218,252208,175,47652,87813,501,769,7855,58329,15076,1551,2316,8017,3576,417,12247,2570,3346,0.32,17539433,5
2020100000,2020年度,21220,岐阜県 下呂市,30428,11686,2535,193942,,30685,47112,17175,488,3076,49178,,1066,1290,12160,4578,144,12255,2793,4790,0.34,13899201,3
2020100000,2020年度,21221,岐阜県 海津市,32735,11600,5349,225733,0,12130,118513,,193,5241,55994,,310,1372,2838,1961,518,10820,3230,4082,0.49,9294524,2
2020100000,2020年度,21302,岐阜県 岐南町,25881,10585,,,0,28296,40742,,154,19348,182154,4775,13772,3331,4709,4578,1184,8785,657,11422,0.95,4464784,0
2020100000,2020年度,21303,岐阜県 笠松町,22208,8595,,,0,4991,38681,,54,5898,48400,,746,1127,790,1053,772,23445,1575,2174,0.72,4018796,2
2020100000,2020年度,21341,岐阜県 養老町,26882,9405,2432,203853,,15118,98325,,157,9037,54058,,232,834,2644,3662,311,9168,1529,4559,0.63,6030604,1
2020100000,2020年度,21361,岐阜県 垂井町,26402,9580,1093,217424,0,11449,150816,,,6406,22590,,229,559,1788,4880,317,12265,1462,3419,0.73,5385513,2
2020100000,2020年度,21362,岐阜県 関ケ原町,6610,2507,250,66562,0,7633,39256,,,794,13256,582,65,84,887,36,34,1879,415,1618,0.52,2642624,0
2020100000,2020年度,21381,岐阜県 神戸町,18585,6810,511,182235,,9199,128229,,23,3122,30148,,2104,547,937,452,298,3501,604,1767,0.71,4081957,0
2020100000,2020年度,21382,岐阜県 輪之内町,9654,3439,601,138164,0,7361,74228,,,10113,21186,,692,660,217,9690,,1640,636,11562,0.63,2743520,0
2020100000,2020年度,21383,岐阜県 安八町,14355,5013,158,131656,0,11341,75789,,,5636,25568,1022,919,517,4799,405,89,2371,345,2763,0.63,3723304,0
2020100000,2020年度,21401,岐阜県 揖斐川町,19529,7067,3781,141173,528,31134,57730,6951,89,3353,18761,4669,698,597,1139,711,394,8237,1154,5028,0.47,8827800,1
2020100000,2020年度,21403,岐阜県 大野町,22041,7547,694,106689,1143,11925,44044,,,1748,26778,905,604,827,1785,840,1220,7927,611,6267,0.63,4383664,0
2020100000,2020年度,21404,岐阜県 池田町,23360,8395,600,149527,,14658,87858,17,,1594,18325,,512,3453,1219,3031,676,6984,525,9104,0.63,4973571,1
2020100000,2020年度,21421,岐阜県 北方町,18139,7418,239,75578,0,9413,6728,,117,956,37543,2687,1274,689,3183,3606,722,5470,526,2665,0.62,3820042,0
2020100000,2020年度,21501,岐阜県 坂祝町,8071,3200,,,,6116,49935,,,4513,10295,216,130,,433,6748,1004,2036,,2628,0.60,2064317,0
2020100000,2020年度,21502,岐阜県 富加町,5626,1967,117,57229,0,2129,45729,,,1331,5312,,,265,124,640,30,914,,301,0.49,1914425,0
2020100000,2020年度,21503,岐阜県 川辺町,9860,3702,127,103004,,11830,36715,35844,,2780,10195,922,213,87,342,582,28,2002,,1141,0.47,2980625,0
2020100000,2020年度,21504,岐阜県 七宗町,3402,1312,,,0,3224,5927,,,22,1535,77,0,,124,69,,487,,204,0.29,2104528,0
2020100000,2020年度,21505,岐阜県 八百津町,10195,3879,1310,77594,0,4480,52207,,,753,9317,954,437,279,602,1378,25,3395,127,3641,0.42,3808952,1
2020100000,2020年度,21506,岐阜県 白川町,7412,2872,467,34185,,13008,8534,43,,803,6275,876,106,317,410,358,44,2528,269,485,0.29,3820404,1
2020100000,2020年度,21507,岐阜県 東白川村,2016,780,711,8535,0,3179,3206,,,,984,,,16,148,24,,115,,70,0.16,1747431,0
2020100000,2020年度,21521,岐阜県 御嵩町,17516,6768,81,204910,,9194,138037,,,2597,36686,,310,222,1486,4766,4815,4302,182,1239,0.65,4087729,1
2020100000,2020年度,21604,岐阜県 白川村,1511,580,333,10700,0,1776,944,,,755,1075,,0,3517,1206,35,122,207,337,424,0.36,2003429,0
2020100000,2020年度,22100,静岡県 静岡市,693389,297421,9084,11006940,413,660263,2181135,535420,237174,415317,3190526,733148,311804,145572,98878,144152,81748,1941937,22053,307401,0.89,161163521,27
2020100000,2020年度,22101,静岡県 静岡市 葵区,249297,105124,2735,4813096,,210336,147674,,114766,85341,1153792,432670,193710,68869,42280,45921,29596,1676166,4518,135281,,,16
2020100000,2020年度,22102,静岡県 静岡市 駿河区,213026,96437,4374,3470038,,287333,804837,,105551,79153,1388344,190950,74358,53988,29083,59957,37077,188532,10155,100546,,,4
2020100000,2020年度,22103,静岡県 静岡市 清水区,231066,95860,1975,2723806,0,162594,1228624,3483,16857,250823,648390,109527,43736,22716,27515,38274,15074,77239,7381,71575,,,7
2020100000,2020年度,22130,静岡県 浜松市,790718,320749,32367,8644857,3334,668882,2176831,128450,64461,331684,3287150,552022,163939,131576,125270,174419,68839,474101,39413,254487,0.87,177684506,32
2020100000,2020年度,22138,静岡県 浜松市 中央区,,,,,,,,,,,,,,,,,,,,,,,
2020100000,2020年度,22139,静岡県 浜松市 浜名区,,,,,,,,,,,,,,,,,,,,,,,
2020100000,2020年度,22140,静岡県 浜松市 天竜区,26726,10640,3656,119383,,13730,49497,,131,1450,14355,2654,840,10559,1309,1816,144,10189,3181,3609,,,2
2020100000,2020年度,22203,静岡県 沼津市,189386,83438,11550,2484766,0,148631,658891,210295,35274,74643,851683,188030,41247,33631,34694,40587,14334,83300,6157,63370,0.96,37699826,10
2020100000,2020年度,22205,静岡県 熱海市,34208,18440,494,181891,0,22742,3381,,,9502,52419,9887,9307,2404,35650,5085,1341,20740,1855,6639,0.92,10450124,5
2020100000,2020年度,22206,静岡県 三島市,107783,46106,920,781169,0,82128,172302,,,25856,235016,88094,20124,16001,17767,17684,18352,41476,5384,29677,0.93,19419470,6
2020100000,2020年度,22207,静岡県 富士宮市,128105,51425,13945,1334863,629,59425,848773,414,1006,39538,206171,48599,9701,6235,14529,22820,6338,33633,3460,33593,0.92,23767476,5
2020100000,2020年度,22208,静岡県 伊東市,65491,30820,402,282024,0,27582,10726,484,1300,6505,112236,19598,9829,2930,33182,17779,1438,23919,4508,10010,0.73,14630000,2
2020100000,2020年度,22209,静岡県 島田市,95719,35395,1723,824472,2115,57470,387752,3068,3002,23530,224064,21542,8230,11123,8173,17988,2965,29322,5012,19116,0.74,20937339,1
2020100000,2020年度,22210,静岡県 富士市,245392,97333,1988,2976059,,181292,1425104,34224,,192447,726955,85003,45288,20769,31521,58186,7734,85007,7081,64949,1.01,47704404,12
2020100000,2020年度,22211,静岡県 磐田市,166672,65059,2561,2252973,1806,68401,1470615,259,11915,47051,394626,53091,20649,22231,18744,32317,5894,54931,7483,42961,0.85,34182480,9
2020100000,2020年度,22212,静岡県 焼津市,136845,53243,18163,1314120,,75206,619458,133,,66124,375117,22955,13419,9159,17397,24807,4214,46750,5860,19815,0.89,24477060,5
2020100000,2020年度,22213,静岡県 掛川市,114954,43770,6430,1828866,,78989,1259874,5353,,50607,242955,41329,22266,5864,15326,22283,6501,32579,6436,33290,0.90,24827881,5
2020100000,2020年度,22214,静岡県 藤枝市,141342,53974,2611,1196889,0,75376,479195,7,1371,35639,377865,59618,25340,9055,16189,25398,9719,48063,6418,27635,0.88,25872982,5
2020100000,2020年度,22215,静岡県 御殿場市,86614,33529,1451,936930,0,47074,448000,2474,866,45141,222303,31523,20547,11235,22463,26183,3030,33094,4392,18607,1.05,16707372,7
2020100000,2020年度,22216,静岡県 袋井市,87864,34072,2937,1292318,,46642,765174,1610,,59769,298401,23249,6344,5102,10745,20885,3863,23636,3442,23205,0.89,18302238,2
2020100000,2020年度,22219,静岡県 下田市,20183,9641,1086,115596,0,12446,1935,,,1907,50665,9454,2588,2040,10763,3423,1515,8751,1653,3151,0.49,6128696,2
2020100000,2020年度,22220,静岡県 裾野市,50911,20717,700,981473,0,25627,316017,,766,28974,516945,9129,30410,2497,4662,9671,2501,14920,2104,17249,1.01,10750382,2
2020100000,2020年度,22221,静岡県 湖西市,57885,23005,4119,1831639,0,18632,1659441,278,750,20050,83520,5830,4782,2597,5323,5715,1740,10922,2569,9491,1.05,12016384,2
2020100000,2020年度,22222,静岡県 伊豆市,28190,11449,1577,120973,,16219,15802,126,,2915,35890,7276,997,1851,13627,6515,332,12937,2011,3802,0.50,9657586,5
2020100000,2020年度,22223,静岡県 御前崎市,31103,11500,3446,262145,3448,42631,121111,43,1559,10042,36749,5030,3175,8172,5191,6838,645,5251,1518,10741,0.99,7870065,1
2020100000,2020年度,22224,静岡県 菊川市,47789,17759,6126,396675,0,14764,248832,,,10078,72987,7073,2380,1324,4336,7503,4453,16099,1741,5039,0.77,10367477,1
2020100000,2020年度,22225,静岡県 伊豆の国市,46804,19085,3251,349021,,19416,133571,,10080,3542,68221,9111,3177,2322,11173,8723,1055,52510,2510,9288,0.70,10382433,6
2020100000,2020年度,22226,静岡県 牧之原市,43502,15904,904,1276523,,21748,977740,11,,17759,99375,7829,4711,2882,4136,6676,1761,9011,2371,120080,0.81,10571519,1
2020100000,2020年度,22301,静岡県 東伊豆町,11488,5502,285,42498,0,5643,799,,,438,11072,,1132,141,11593,844,862,5769,860,676,0.62,3176010,2
2020100000,2020年度,22302,静岡県 河津町,6870,2936,278,25810,0,3211,2040,,,1050,8401,270,73,87,2350,1362,287,4054,553,1048,0.44,2599311,2
2020100000,2020年度,22304,静岡県 南伊豆町,7877,3314,222,23004,0,4001,3152,,,170,5301,,117,153,3209,1155,28,3853,367,655,0.31,3212571,1
2020100000,2020年度,22305,静岡県 松崎町,6038,2663,,,0,2074,768,,46,410,6535,3104,22,107,1474,870,96,1419,606,446,0.30,2383150,0
2020100000,2020年度,22306,静岡県 西伊豆町,7090,3400,596,29373,,3260,4573,,,4033,8930,,94,36,3360,419,82,3320,608,512,0.29,3312363,1
2020100000,2020年度,22325,静岡県 函南町,36794,14780,594,143446,0,15326,23464,,,1936,61605,2191,2874,4212,5554,12134,747,9550,612,2929,0.83,6818406,3
2020100000,2020年度,22341,静岡県 清水町,31710,12973,16,382209,0,26728,81087,,,10203,170297,10496,20359,1942,4970,18310,520,27580,1113,6324,0.98,5890044,2
2020100000,2020年度,22342,静岡県 長泉町,43336,17482,520,735279,0,21679,489896,,,13685,113496,32802,7820,3151,4251,5974,12934,11325,860,12394,1.34,9571397,2
2020100000,2020年度,22344,静岡県 小山町,18568,6442,602,227796,0,17156,160954,,,6964,14968,870,1300,183,2153,13068,122,5625,802,3625,0.90,4666539,3
2020100000,2020年度,22424,静岡県 吉田町,28919,11265,247,462732,0,17895,310548,11,13,31413,73319,3881,3026,1541,2603,5007,633,6024,954,5864,0.94,6097571,1
2020100000,2020年度,22429,静岡県 川根本町,6206,2639,,,,6478,8853,40721,93,421,4090,,46,22,762,92,23,1343,640,893,0.36,3946401,0
2020100000,2020年度,22461,静岡県 森町,17457,6242,823,190121,0,8756,145710,,54,3092,22563,516,233,447,1190,1932,120,2961,991,1555,0.60,4893788,1
2020100000,2020年度,23100,愛知県 名古屋市,2332176,1122103,4492,54981832,2,3913231,3822239,841215,2295824,1533160,27913781,3384286,2262026,1255451,523109,716898,365705,4448431,54630,1651844,0.99,608929902,123
2020100000,2020年度,23101,愛知県 名古屋市 千種区,165245,86281,54,1491511,0,112831,29884,86,27466,9827,891284,79596,84576,30377,28578,36599,46694,78876,1846,32992,,,12
2020100000,2020年度,23102,愛知県 名古屋市 東区,84392,45762,,,0,430316,349685,,431437,69892,2543427,183575,124638,128621,30905,48970,21832,2163694,6746,147615,,,3
2020100000,2020年度,23103,愛知県 名古屋市 北区,162956,79169,,,0,156572,142869,,12338,53521,724160,25629,67042,23217,22741,43848,9227,93753,4365,46913,,,11
2020100000,2020年度,23104,愛知県 名古屋市 西区,151082,74257,399,3051313,0,192316,213343,813,286089,51158,1652102,112468,120122,155489,28874,43278,14011,83304,7183,90765,,,6
2020100000,2020年度,23105,愛知県 名古屋市 中村区,138599,74793,0,11386024,0,584623,164732,43483,552162,245221,7188596,482870,449977,256415,97174,96747,58030,696323,2519,467151,,,10
2020100000,2020年度,23106,愛知県 名古屋市 中区,93100,63159,590,15860793,0,1195505,108619,626723,890811,335866,7784110,2204057,949651,397300,131478,137222,45601,564022,3131,486696,,,8
2020100000,2020年度,23107,愛知県 名古屋市 昭和区,107599,55059,758,1028324,0,121326,40130,211,9944,7383,517945,23319,36006,21568,16130,14149,39503,141880,908,37922,,,7
2020100000,2020年度,23108,愛知県 名古屋市 瑞穂区,108332,51641,63,1283449,0,44937,506082,,7218,13486,487976,23325,44826,16080,14935,13117,17413,65219,,26259,,,6
2020100000,2020年度,23109,愛知県 名古屋市 熱田区,66957,33791,0,1902328,0,109407,144287,51,21345,72618,1263343,46745,42450,46413,16198,23781,13841,49428,1793,50629,,,5
2020100000,2020年度,23110,愛知県 名古屋市 中川区,220728,101148,560,2136073,0,181505,276763,727,16859,94269,1197290,28835,87200,18664,22740,60380,3515,105004,3418,38905,,,13
2020100000,2020年度,23111,愛知県 名古屋市 港区,143715,63885,733,2570734,,205367,767210,122725,9320,430424,753090,20017,35361,30837,17915,33837,6592,64502,,68920,,,5
2020100000,2020年度,23112,愛知県 名古屋市 南区,134510,62606,,,0,99472,411270,,4429,40453,546494,17249,64447,36714,16290,36070,10395,82283,3945,40447,,,12
2020100000,2020年度,23113,愛知県 名古屋市 守山区,176587,74939,609,1027127,,104796,270067,,3633,35620,376542,20654,28125,24645,17916,32951,16722,67090,1935,24804,,,8
2020100000,2020年度,23114,愛知県 名古屋市 緑区,248802,101566,358,1286601,0,137200,231614,152,4955,39193,602485,39956,36937,13790,25815,40651,8940,75552,2210,27152,,,5
2020100000,2020年度,23115,愛知県 名古屋市 名東区,164755,75958,74,1488572,0,151156,22647,15,13520,26194,1002972,35263,59301,26885,17728,23875,14415,50661,4039,39901,,,7
2020100000,2020年度,23116,愛知県 名古屋市 天白区,164817,78089,213,906879,0,85900,143038,7,4299,8038,381965,40727,31368,28434,17692,31423,38973,66841,3400,24775,,,5
2020100000,2020年度,23201,愛知県 豊橋市,371920,151377,12788,4101934,1876,290515,1421540,21559,19529,132183,1438536,201304,115253,39511,52410,87051,34026,141137,11220,94284,1.00,67641717,21
2020100000,2020年度,23202,愛知県 岡崎市,384654,156619,5200,5110100,193,284200,2488289,312469,15930,97764,1095134,235595,119407,69229,51341,91899,23700,117037,13145,94769,1.04,72566549,15
2020100000,2020年度,23203,愛知県 一宮市,380073,152075,1519,2510498,,224803,550937,2606,6971,155434,939670,109379,71782,25294,97989,79241,13309,158215,,65641,0.83,63371447,16
2020100000,2020年度,23204,愛知県 瀬戸市,127792,52273,978,918796,2622,47227,495372,229,1519,27239,200692,28897,10238,4511,9641,20410,7044,41588,3970,17594,0.88,22132759,8
2020100000,2020年度,23205,愛知県 半田市,117884,49006,6114,1577696,0,78338,899338,25630,2638,60815,283492,46249,25000,27603,20408,21387,4326,45563,4742,32167,0.98,24945330,4
2020100000,2020年度,23206,愛知県 春日井市,308681,131000,820,2312641,0,191499,790100,203,7144,127193,720733,71854,58283,41104,49521,56047,30071,97766,8719,62404,0.98,54306493,13
2020100000,2020年度,23207,愛知県 豊川市,184661,72220,9413,1597593,0,95644,841778,1768,1552,50842,329478,29181,30702,38799,29360,44857,10236,60689,7685,25023,0.87,35086208,12
2020100000,2020年度,23208,愛知県 津島市,60942,24258,1262,441763,,41983,118116,605,,14452,167665,19193,10446,2821,9142,7086,6789,22232,5757,11507,0.77,11674115,4
2020100000,2020年度,23209,愛知県 碧南市,72458,28277,627,1466652,,51615,889413,291226,,39711,117922,12584,6615,4271,7684,9462,1403,19290,1514,13495,1.21,18412706,4
2020100000,2020年度,23210,愛知県 刈谷市,153834,67708,844,3456391,0,134841,1866134,7380,74791,46053,800301,90899,60717,61269,26925,27501,11078,142838,540,105125,1.33,36945173,7
2020100000,2020年度,23211,愛知県 豊田市,422330,176840,8068,18679882,4302,294564,14791622,37519,100357,252196,2189758,94204,77732,70628,55462,95091,33713,416449,17738,148546,1.39,109822829,18
2020100000,2020年度,23212,愛知県 安城市,187990,75310,2852,4128009,943,81918,2724910,2501,6281,92541,698651,137400,44455,44093,24428,38085,7058,161623,12706,50416,1.28,40358089,3
2020100000,2020年度,23213,愛知県 西尾市,169046,62024,9164,2364498,726,108200,1688192,3689,446,36144,334047,36780,26395,8110,18779,27925,6495,37807,4199,26563,0.98,34607339,5
2020100000,2020年度,23214,愛知県 蒲郡市,79538,30970,1171,583394,,38152,286906,,1522,13779,141819,18670,9247,4719,16152,14306,4870,18516,5275,9431,0.87,15884568,3
